Ly6Chigh_OldTNFKO1,Ly6Chigh_OldTNFKO2,Ly6Chigh_OldTNFKO3,Ly6Chigh_OldWT1,Ly6Chigh_OldWT2,Ly6Chigh_OldWT3,Ly6Chigh_YoungTNFKO1,Ly6Chigh_YoungTNFKO2,Ly6Chigh_YoungTNFKO3,Ly6Chigh_YoungWT1,Ly6Chigh_YoungWT2,Ly6Chigh_YoungWT3,Ly6Clow_OldTNFKO1,Ly6Clow_OldTNFKO2,Ly6Clow_OldTNFKO3,Ly6Clow_OldWT1,Ly6Clow_OldWT2,Ly6Clow_OldWT3,Ly6Clow_YoungTNFKO1,Ly6Clow_YoungTNFKO2,Ly6Clow_YoungTNFKO3,Ly6Clow_YoungWT1,Ly6Clow_YoungWT2,Ly6Clow_YoungWT3
A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C
